RecipeId,Name,AuthorId,AuthorName,CookTime,PrepTime,TotalTime,DatePublished,Description,Images,RecipeCategory,Keywords,RecipeIngredientQuantities,RecipeIngredientParts,AggregatedRating,ReviewCount,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeServings,RecipeYield,recipe,Unnamed: 1
382,Aloo Gobi,101,Chef Raj,61,53,114,2024-10-18,A delicious Indian dish featuring aloo gobi.,https://example.com/aloo-gobi.jpg,Snack,"Indian, aloo gobi",3 cups rice,"onion, beef",4.1,257,772,31,9,68,1883,34,9,12,31,6,6 servings,"Recipe for Aloo Gobi: Mix ingredients, cook for 61 minutes.",
383,Fried Chicken,114,Chef Yoon,108,19,127,2024-10-29,A delicious Korean dish featuring fried chicken.,https://example.com/fried-chicken.jpg,Soup,"Korean, fried chicken",2 cups chicken,"tomato, chicken",4.2,407,693,34,14,28,1837,86,7,24,25,3,3 servings,"Recipe for Fried Chicken: Mix ingredients, cook for 108 minutes.",
384,Kimbap,118,Chef Wu,16,34,50,2025-02-07,A delicious Korean dish featuring kimbap.,https://example.com/kimbap.jpg,Main Dish,"Korean, kimbap",1 cups vegetables,"garlic, beef",4.2,96,708,36,12,74,1064,33,4,10,16,2,2 servings,"Recipe for Kimbap: Mix ingredients, cook for 16 minutes.",
385,Tempura,109,Chef Chen,38,60,98,2025-05-29,A delicious Japanese dish featuring tempura.,https://example.com/tempura.jpg,Main Dish,"Japanese, tempura",2 cups vegetables,"tomato, vegetables",4.1,451,765,33,19,105,1112,33,11,16,36,2,2 servings,"Recipe for Tempura: Mix ingredients, cook for 38 minutes.",
386,Spring Rolls,102,Chef Kim,120,32,152,2025-01-22,A delicious Chinese dish featuring spring rolls.,https://example.com/spring-rolls.jpg,Breakfast,"Chinese, spring rolls",4 cups chicken,"ginger, beef",4.1,77,366,44,5,139,607,57,5,24,13,6,6 servings,"Recipe for Spring Rolls: Mix ingredients, cook for 120 minutes.",
387,Pho,104,Chef Ahmed,26,28,54,2025-09-22,A delicious Thai dish featuring pho.,https://example.com/pho.jpg,Breakfast,"Thai, pho",1 cups vegetables,"onion, beef",4.9,152,725,49,12,124,632,88,15,11,38,4,4 servings,"Recipe for Pho: Mix ingredients, cook for 26 minutes.",
388,Ramen,102,Chef Kim,107,53,160,2025-09-03,A delicious Thai dish featuring ramen.,https://example.com/ramen.jpg,Breakfast,"Thai, ramen",1 cups rice,"garlic, chicken",4.7,210,562,41,15,91,429,52,15,6,15,5,5 servings,"Recipe for Ramen: Mix ingredients, cook for 107 minutes.",
389,Sweet and Sour Pork,110,Chef Kumar,61,30,91,2024-12-16,A delicious Chinese dish featuring sweet and sour pork.,https://example.com/sweet-and-sour-pork.jpg,Main Dish,"Chinese, sweet and sour pork",4 cups rice,"onion, tofu",4.1,251,550,46,18,144,954,62,10,18,35,3,3 servings,"Recipe for Sweet and Sour Pork: Mix ingredients, cook for 61 minutes.",
390,Tom Yum,103,Chef Li,90,23,113,2025-07-05,A delicious Vietnamese dish featuring tom yum.,https://example.com/tom-yum.jpg,Dessert,"Vietnamese, tom yum",5 cups rice,"onion, chicken",4.0,217,310,41,19,132,1409,58,10,6,37,8,8 servings,"Recipe for Tom Yum: Mix ingredients, cook for 90 minutes.",
391,Dosa,116,Chef Singh,43,49,92,2025-04-12,A delicious Indian dish featuring dosa.,https://example.com/dosa.jpg,Snack,"Indian, dosa",3 cups spices,"garlic, chicken",4.5,475,262,35,15,72,733,55,3,13,19,5,5 servings,"Recipe for Dosa: Mix ingredients, cook for 43 minutes.",
392,Butter Chicken,113,Chef Patel,41,29,70,2025-05-19,A delicious Indian dish featuring butter chicken.,https://example.com/butter-chicken.jpg,Snack,"Indian, butter chicken",5 cups rice,"onion, tofu",4.6,119,551,26,12,116,1608,68,12,20,32,2,2 servings,"Recipe for Butter Chicken: Mix ingredients, cook for 41 minutes.",
393,Green Curry,118,Chef Wu,92,28,120,2024-12-02,A delicious Japanese dish featuring green curry.,https://example.com/green-curry.jpg,Side Dish,"Japanese, green curry",4 cups chicken,"garlic, tofu",4.7,496,481,29,12,150,1159,99,6,15,32,4,4 servings,"Recipe for Green Curry: Mix ingredients, cook for 92 minutes.",
394,Banh Mi,119,Chef Gupta,89,38,127,2025-03-20,A delicious Vietnamese dish featuring banh mi.,https://example.com/banh-mi.jpg,Side Dish,"Vietnamese, banh mi",3 cups vegetables,"onion, chicken",4.0,250,206,41,17,108,1938,69,8,21,14,6,6 servings,"Recipe for Banh Mi: Mix ingredients, cook for 89 minutes.",
395,Tempura,108,Chef Lee,115,56,171,2025-10-02,A delicious Japanese dish featuring tempura.,https://example.com/tempura.jpg,Appetizer,"Japanese, tempura",4 cups vegetables,"onion, beef",4.1,299,434,26,18,134,1792,33,3,27,23,3,3 servings,"Recipe for Tempura: Mix ingredients, cook for 115 minutes.",
396,Fried Rice,120,Chef Jung,79,7,86,2024-12-13,A delicious Chinese dish featuring fried rice.,https://example.com/fried-rice.jpg,Soup,"Chinese, fried rice",4 cups chicken,"garlic, chicken",4.5,223,213,28,18,108,998,55,10,20,17,5,5 servings,"Recipe for Fried Rice: Mix ingredients, cook for 79 minutes.",
397,Dumplings,101,Chef Raj,83,49,132,2025-07-30,A delicious Chinese dish featuring dumplings.,https://example.com/dumplings.jpg,Appetizer,"Chinese, dumplings",1 cups rice,"ginger, vegetables",4.2,179,629,27,16,42,533,52,5,16,18,8,8 servings,"Recipe for Dumplings: Mix ingredients, cook for 83 minutes.",
398,Tempura,103,Chef Li,111,25,136,2025-04-19,A delicious Thai dish featuring tempura.,https://example.com/tempura.jpg,Breakfast,"Thai, tempura",1 cups rice,"onion, vegetables",4.7,328,440,25,9,144,1493,92,12,10,27,3,3 servings,"Recipe for Tempura: Mix ingredients, cook for 111 minutes.",
399,Chow Mein,117,Chef Han,21,31,52,2025-10-13,A delicious Chinese dish featuring chow mein.,https://example.com/chow-mein.jpg,Breakfast,"Chinese, chow mein",4 cups chicken,"tomato, tofu",4.6,287,626,27,18,89,461,34,3,11,25,5,5 servings,"Recipe for Chow Mein: Mix ingredients, cook for 21 minutes.",
400,Tom Yum,114,Chef Yoon,59,54,113,2025-08-13,A delicious Vietnamese dish featuring tom yum.,https://example.com/tom-yum.jpg,Breakfast,"Vietnamese, tom yum",5 cups vegetables,"ginger, vegetables",4.7,53,278,29,9,98,872,42,14,12,33,3,3 servings,"Recipe for Tom Yum: Mix ingredients, cook for 59 minutes.",
401,Bibimbap,114,Chef Yoon,91,23,114,2024-10-25,A delicious Korean dish featuring bibimbap.,https://example.com/bibimbap.jpg,Main Dish,"Korean, bibimbap",1 cups vegetables,"garlic, chicken",4.6,447,307,29,20,99,1327,94,8,12,11,2,2 servings,"Recipe for Bibimbap: Mix ingredients, cook for 91 minutes.",
402,Bibimbap,120,Chef Jung,100,20,120,2025-05-31,A delicious Korean dish featuring bibimbap.,https://example.com/bibimbap.jpg,Main Dish,"Korean, bibimbap",5 cups vegetables,"ginger, tofu",4.9,308,585,42,19,89,526,47,10,29,40,5,5 servings,"Recipe for Bibimbap: Mix ingredients, cook for 100 minutes.",
403,Bibimbap,114,Chef Yoon,47,57,104,2025-09-03,A delicious Korean dish featuring bibimbap.,https://example.com/bibimbap.jpg,Main Dish,"Korean, bibimbap",5 cups vegetables,"tomato, tofu",4.8,400,453,11,19,46,1388,70,9,17,26,5,5 servings,"Recipe for Bibimbap: Mix ingredients, cook for 47 minutes.",
404,Kimchi,107,Chef Sharma,72,20,92,2025-06-21,A delicious Korean dish featuring kimchi.,https://example.com/kimchi.jpg,Breakfast,"Korean, kimchi",4 cups rice,"onion, beef",4.8,452,626,20,9,45,1501,37,15,30,10,7,7 servings,"Recipe for Kimchi: Mix ingredients, cook for 72 minutes.",
405,Samosa,114,Chef Yoon,67,29,96,2025-03-28,A delicious Indian dish featuring samosa.,https://example.com/samosa.jpg,Main Dish,"Indian, samosa",2 cups vegetables,"ginger, vegetables",4.2,74,357,13,13,86,738,30,5,5,31,5,5 servings,"Recipe for Samosa: Mix ingredients, cook for 67 minutes.",
406,Wonton Soup,101,Chef Raj,23,47,70,2024-10-31,A delicious Chinese dish featuring wonton soup.,https://example.com/wonton-soup.jpg,Dessert,"Chinese, wonton soup",4 cups chicken,"onion, tofu",4.9,130,321,18,5,134,1601,52,8,16,19,3,3 servings,"Recipe for Wonton Soup: Mix ingredients, cook for 23 minutes.",
407,Dosa,114,Chef Yoon,83,57,140,2025-09-16,A delicious Indian dish featuring dosa.,https://example.com/dosa.jpg,Appetizer,"Indian, dosa",4 cups vegetables,"garlic, chicken",4.3,155,768,48,8,105,525,91,3,30,20,6,6 servings,"Recipe for Dosa: Mix ingredients, cook for 83 minutes.",
408,Pho,104,Chef Ahmed,119,13,132,2025-04-20,A delicious Japanese dish featuring pho.,https://example.com/pho.jpg,Breakfast,"Japanese, pho",5 cups rice,"tomato, beef",4.3,274,649,20,6,106,1624,84,3,17,26,4,4 servings,"Recipe for Pho: Mix ingredients, cook for 119 minutes.",
409,Pho,116,Chef Singh,84,27,111,2025-05-09,A delicious Japanese dish featuring pho.,https://example.com/pho.jpg,Dessert,"Japanese, pho",1 cups chicken,"garlic, tofu",4.5,493,611,26,12,20,1892,56,15,28,33,2,2 servings,"Recipe for Pho: Mix ingredients, cook for 84 minutes.",
410,Paneer Tikka,116,Chef Singh,119,44,163,2025-04-18,A delicious Indian dish featuring paneer tikka.,https://example.com/paneer-tikka.jpg,Dessert,"Indian, paneer tikka",4 cups vegetables,"garlic, beef",4.5,395,391,50,16,88,1400,87,15,5,14,4,4 servings,"Recipe for Paneer Tikka: Mix ingredients, cook for 119 minutes.",
411,Ramen,113,Chef Patel,57,16,73,2025-06-06,A delicious Thai dish featuring ramen.,https://example.com/ramen.jpg,Dessert,"Thai, ramen",4 cups spices,"tomato, tofu",4.5,420,677,43,8,52,565,70,7,20,39,6,6 servings,"Recipe for Ramen: Mix ingredients, cook for 57 minutes.",
412,Nasi Goreng,116,Chef Singh,79,55,134,2025-06-21,A delicious Thai dish featuring nasi goreng.,https://example.com/nasi-goreng.jpg,Dessert,"Thai, nasi goreng",3 cups spices,"ginger, beef",4.1,238,467,25,14,85,812,37,7,20,18,6,6 servings,"Recipe for Nasi Goreng: Mix ingredients, cook for 79 minutes.",
413,Bibimbap,119,Chef Gupta,30,14,44,2024-11-18,A delicious Korean dish featuring bibimbap.,https://example.com/bibimbap.jpg,Dessert,"Korean, bibimbap",4 cups vegetables,"ginger, tofu",4.0,474,493,23,6,45,536,94,5,30,14,8,8 servings,"Recipe for Bibimbap: Mix ingredients, cook for 30 minutes.",
414,Pad Thai,110,Chef Kumar,110,11,121,2025-07-16,A delicious Vietnamese dish featuring pad thai.,https://example.com/pad-thai.jpg,Dessert,"Vietnamese, pad thai",3 cups vegetables,"tomato, chicken",4.0,84,319,15,8,143,1941,50,14,5,33,8,8 servings,"Recipe for Pad Thai: Mix ingredients, cook for 110 minutes.",
415,Banh Mi,115,Chef Zhang,87,13,100,2025-08-22,A delicious Thai dish featuring banh mi.,https://example.com/banh-mi.jpg,Snack,"Thai, banh mi",5 cups vegetables,"ginger, beef",4.1,477,322,46,5,30,1524,85,9,21,19,7,7 servings,"Recipe for Banh Mi: Mix ingredients, cook for 87 minutes.",
416,Tempura,106,Chef Wang,118,52,170,2025-04-09,A delicious Vietnamese dish featuring tempura.,https://example.com/tempura.jpg,Side Dish,"Vietnamese, tempura",5 cups rice,"ginger, tofu",4.9,366,757,21,5,37,1300,87,6,20,32,7,7 servings,"Recipe for Tempura: Mix ingredients, cook for 118 minutes.",
417,Ramen,108,Chef Lee,114,60,174,2025-04-07,A delicious Vietnamese dish featuring ramen.,https://example.com/ramen.jpg,Main Dish,"Vietnamese, ramen",1 cups rice,"ginger, chicken",4.7,132,628,48,18,44,1560,52,11,29,10,7,7 servings,"Recipe for Ramen: Mix ingredients, cook for 114 minutes.",
418,Dumplings,119,Chef Gupta,31,35,66,2025-06-04,A delicious Chinese dish featuring dumplings.,https://example.com/dumplings.jpg,Appetizer,"Chinese, dumplings",5 cups rice,"tomato, chicken",4.2,299,682,13,17,101,1979,55,12,17,24,7,7 servings,"Recipe for Dumplings: Mix ingredients, cook for 31 minutes.",
419,Pho,116,Chef Singh,91,19,110,2025-01-30,A delicious Vietnamese dish featuring pho.,https://example.com/pho.jpg,Snack,"Vietnamese, pho",1 cups spices,"garlic, tofu",4.4,446,631,23,5,140,1950,92,10,19,28,4,4 servings,"Recipe for Pho: Mix ingredients, cook for 91 minutes.",
420,Rogan Josh,104,Chef Ahmed,105,54,159,2025-05-22,A delicious Indian dish featuring rogan josh.,https://example.com/rogan-josh.jpg,Soup,"Indian, rogan josh",1 cups chicken,"tomato, chicken",4.3,490,375,10,16,57,1046,57,12,8,27,5,5 servings,"Recipe for Rogan Josh: Mix ingredients, cook for 105 minutes.",
421,Tom Yum,113,Chef Patel,91,47,138,2025-08-27,A delicious Thai dish featuring tom yum.,https://example.com/tom-yum.jpg,Side Dish,"Thai, tom yum",4 cups spices,"onion, tofu",4.4,230,405,38,16,57,886,45,13,15,10,7,7 servings,"Recipe for Tom Yum: Mix ingredients, cook for 91 minutes.",
422,Tom Yum,105,Chef Park,23,6,29,2024-11-15,A delicious Japanese dish featuring tom yum.,https://example.com/tom-yum.jpg,Main Dish,"Japanese, tom yum",2 cups vegetables,"garlic, vegetables",4.5,295,744,15,17,30,956,54,4,28,30,8,8 servings,"Recipe for Tom Yum: Mix ingredients, cook for 23 minutes.",
423,Sushi,112,Chef Liu,108,44,152,2025-01-29,A delicious Vietnamese dish featuring sushi.,https://example.com/sushi.jpg,Soup,"Vietnamese, sushi",4 cups chicken,"tomato, chicken",4.3,214,580,22,5,91,1739,95,4,25,35,8,8 servings,"Recipe for Sushi: Mix ingredients, cook for 108 minutes.",
424,Kimchi,106,Chef Wang,93,33,126,2025-04-23,A delicious Korean dish featuring kimchi.,https://example.com/kimchi.jpg,Snack,"Korean, kimchi",3 cups spices,"onion, vegetables",4.9,64,798,11,5,137,697,73,7,21,29,5,5 servings,"Recipe for Kimchi: Mix ingredients, cook for 93 minutes.",
425,Bulgogi,103,Chef Li,89,54,143,2025-10-18,A delicious Korean dish featuring bulgogi.,https://example.com/bulgogi.jpg,Breakfast,"Korean, bulgogi",4 cups vegetables,"tomato, vegetables",4.2,263,744,12,6,45,438,50,11,21,38,7,7 servings,"Recipe for Bulgogi: Mix ingredients, cook for 89 minutes.",
426,Nasi Goreng,110,Chef Kumar,97,54,151,2025-09-15,A delicious Japanese dish featuring nasi goreng.,https://example.com/nasi-goreng.jpg,Breakfast,"Japanese, nasi goreng",2 cups spices,"garlic, vegetables",4.7,217,251,36,15,25,1638,77,4,5,35,2,2 servings,"Recipe for Nasi Goreng: Mix ingredients, cook for 97 minutes.",
427,Green Curry,109,Chef Chen,71,57,128,2024-12-24,A delicious Japanese dish featuring green curry.,https://example.com/green-curry.jpg,Dessert,"Japanese, green curry",5 cups spices,"tomato, chicken",4.7,271,543,21,13,92,1926,71,8,20,40,3,3 servings,"Recipe for Green Curry: Mix ingredients, cook for 71 minutes.",
428,Biryani,116,Chef Singh,30,33,63,2024-12-30,A delicious Indian dish featuring biryani.,https://example.com/biryani.jpg,Breakfast,"Indian, biryani",3 cups rice,"ginger, vegetables",4.5,359,746,21,6,127,1346,78,10,25,30,3,3 servings,"Recipe for Biryani: Mix ingredients, cook for 30 minutes.",
429,Bibimbap,108,Chef Lee,120,13,133,2024-10-25,A delicious Korean dish featuring bibimbap.,https://example.com/bibimbap.jpg,Soup,"Korean, bibimbap",5 cups rice,"tomato, chicken",4.7,450,570,31,16,98,1782,54,6,24,38,7,7 servings,"Recipe for Bibimbap: Mix ingredients, cook for 120 minutes.",
430,Fried Rice,109,Chef Chen,75,30,105,2025-07-25,A delicious Chinese dish featuring fried rice.,https://example.com/fried-rice.jpg,Appetizer,"Chinese, fried rice",5 cups rice,"tomato, tofu",4.7,371,539,36,6,89,1765,78,10,24,21,2,2 servings,"Recipe for Fried Rice: Mix ingredients, cook for 75 minutes.",
431,Kimchi Jjigae,117,Chef Han,67,22,89,2025-05-24,A delicious Korean dish featuring kimchi jjigae.,https://example.com/kimchi-jjigae.jpg,Snack,"Korean, kimchi jjigae",1 cups rice,"garlic, beef",4.6,194,796,24,19,52,943,36,6,18,36,6,6 servings,"Recipe for Kimchi Jjigae: Mix ingredients, cook for 67 minutes.",
432,Pad Thai,116,Chef Singh,77,46,123,2025-05-25,A delicious Japanese dish featuring pad thai.,https://example.com/pad-thai.jpg,Breakfast,"Japanese, pad thai",2 cups spices,"tomato, beef",4.4,260,619,38,12,37,1794,48,12,17,33,2,2 servings,"Recipe for Pad Thai: Mix ingredients, cook for 77 minutes.",
433,Rajma,106,Chef Wang,42,56,98,2025-10-06,A delicious Indian dish featuring rajma.,https://example.com/rajma.jpg,Dessert,"Indian, rajma",2 cups chicken,"onion, vegetables",4.7,417,311,50,6,110,876,100,8,8,33,8,8 servings,"Recipe for Rajma: Mix ingredients, cook for 42 minutes.",
434,Sweet and Sour Pork,104,Chef Ahmed,31,32,63,2025-05-21,A delicious Chinese dish featuring sweet and sour pork.,https://example.com/sweet-and-sour-pork.jpg,Snack,"Chinese, sweet and sour pork",3 cups spices,"tomato, chicken",4.3,61,426,12,11,41,654,69,11,27,23,5,5 servings,"Recipe for Sweet and Sour Pork: Mix ingredients, cook for 31 minutes.",
435,Tom Yum,114,Chef Yoon,24,52,76,2025-07-24,A delicious Thai dish featuring tom yum.,https://example.com/tom-yum.jpg,Soup,"Thai, tom yum",5 cups spices,"onion, chicken",4.6,490,533,27,11,120,1735,62,13,8,23,8,8 servings,"Recipe for Tom Yum: Mix ingredients, cook for 24 minutes.",
436,Ramen,113,Chef Patel,34,37,71,2025-06-26,A delicious Japanese dish featuring ramen.,https://example.com/ramen.jpg,Main Dish,"Japanese, ramen",3 cups rice,"tomato, chicken",4.5,51,479,48,16,85,1067,74,15,22,26,2,2 servings,"Recipe for Ramen: Mix ingredients, cook for 34 minutes.",
437,Tom Yum,114,Chef Yoon,67,40,107,2025-02-11,A delicious Vietnamese dish featuring tom yum.,https://example.com/tom-yum.jpg,Appetizer,"Vietnamese, tom yum",5 cups rice,"garlic, vegetables",4.8,451,346,21,19,31,1791,57,7,26,27,5,5 servings,"Recipe for Tom Yum: Mix ingredients, cook for 67 minutes.",
438,Sweet and Sour Pork,117,Chef Han,99,28,127,2025-09-12,A delicious Chinese dish featuring sweet and sour pork.,https://example.com/sweet-and-sour-pork.jpg,Soup,"Chinese, sweet and sour pork",5 cups spices,"onion, beef",4.5,159,429,21,20,145,806,54,15,18,29,5,5 servings,"Recipe for Sweet and Sour Pork: Mix ingredients, cook for 99 minutes.",
439,Japchae,106,Chef Wang,45,14,59,2025-07-25,A delicious Korean dish featuring japchae.,https://example.com/japchae.jpg,Appetizer,"Korean, japchae",2 cups spices,"tomato, chicken",4.5,136,463,20,16,44,914,66,9,13,24,8,8 servings,"Recipe for Japchae: Mix ingredients, cook for 45 minutes.",
440,Tempura,106,Chef Wang,105,56,161,2024-11-02,A delicious Vietnamese dish featuring tempura.,https://example.com/tempura.jpg,Dessert,"Vietnamese, tempura",5 cups chicken,"ginger, vegetables",4.9,339,753,47,7,54,1086,53,14,28,36,4,4 servings,"Recipe for Tempura: Mix ingredients, cook for 105 minutes.",
441,Green Curry,107,Chef Sharma,105,5,110,2025-09-15,A delicious Vietnamese dish featuring green curry.,https://example.com/green-curry.jpg,Side Dish,"Vietnamese, green curry",3 cups vegetables,"onion, tofu",4.2,451,424,31,5,71,1447,62,4,7,14,2,2 servings,"Recipe for Green Curry: Mix ingredients, cook for 105 minutes.",
442,Aloo Gobi,114,Chef Yoon,19,46,65,2025-01-09,A delicious Indian dish featuring aloo gobi.,https://example.com/aloo-gobi.jpg,Appetizer,"Indian, aloo gobi",1 cups vegetables,"garlic, chicken",4.2,246,591,18,20,82,581,75,15,9,18,5,5 servings,"Recipe for Aloo Gobi: Mix ingredients, cook for 19 minutes.",
443,Hot Pot,102,Chef Kim,73,40,113,2025-09-13,A delicious Chinese dish featuring hot pot.,https://example.com/hot-pot.jpg,Snack,"Chinese, hot pot",1 cups spices,"onion, chicken",4.8,91,334,29,7,89,1300,36,6,14,25,3,3 servings,"Recipe for Hot Pot: Mix ingredients, cook for 73 minutes.",
444,Ramen,114,Chef Yoon,28,14,42,2025-05-10,A delicious Vietnamese dish featuring ramen.,https://example.com/ramen.jpg,Snack,"Vietnamese, ramen",1 cups vegetables,"ginger, tofu",4.1,142,627,12,15,99,1129,53,5,30,31,7,7 servings,"Recipe for Ramen: Mix ingredients, cook for 28 minutes.",
445,Satay,102,Chef Kim,98,60,158,2024-12-30,A delicious Thai dish featuring satay.,https://example.com/satay.jpg,Dessert,"Thai, satay",4 cups rice,"tomato, vegetables",4.7,412,513,47,16,127,1208,39,7,7,29,3,3 servings,"Recipe for Satay: Mix ingredients, cook for 98 minutes.",
446,Tom Yum,104,Chef Ahmed,97,42,139,2024-11-22,A delicious Japanese dish featuring tom yum.,https://example.com/tom-yum.jpg,Breakfast,"Japanese, tom yum",1 cups vegetables,"garlic, chicken",4.8,378,651,32,13,84,1517,79,14,18,30,6,6 servings,"Recipe for Tom Yum: Mix ingredients, cook for 97 minutes.",
447,Sushi,105,Chef Park,98,26,124,2024-12-27,A delicious Thai dish featuring sushi.,https://example.com/sushi.jpg,Appetizer,"Thai, sushi",3 cups vegetables,"tomato, chicken",4.4,53,271,45,19,63,1990,89,10,7,14,8,8 servings,"Recipe for Sushi: Mix ingredients, cook for 98 minutes.",
448,Satay,107,Chef Sharma,108,11,119,2025-05-28,A delicious Japanese dish featuring satay.,https://example.com/satay.jpg,Soup,"Japanese, satay",5 cups spices,"garlic, beef",4.6,429,253,34,20,58,1289,46,5,27,18,8,8 servings,"Recipe for Satay: Mix ingredients, cook for 108 minutes.",
449,Pho,119,Chef Gupta,58,32,90,2025-02-19,A delicious Thai dish featuring pho.,https://example.com/pho.jpg,Snack,"Thai, pho",2 cups spices,"garlic, vegetables",4.6,269,251,14,14,121,1859,92,12,7,39,3,3 servings,"Recipe for Pho: Mix ingredients, cook for 58 minutes.",
450,Fried Rice,118,Chef Wu,112,36,148,2024-10-31,A delicious Chinese dish featuring fried rice.,https://example.com/fried-rice.jpg,Breakfast,"Chinese, fried rice",1 cups chicken,"garlic, vegetables",4.7,383,380,31,5,76,1395,98,13,13,31,3,3 servings,"Recipe for Fried Rice: Mix ingredients, cook for 112 minutes.",
451,Ramen,105,Chef Park,64,37,101,2025-03-13,A delicious Thai dish featuring ramen.,https://example.com/ramen.jpg,Breakfast,"Thai, ramen",5 cups spices,"onion, tofu",4.7,366,572,44,5,136,1455,38,9,29,18,2,2 servings,"Recipe for Ramen: Mix ingredients, cook for 64 minutes.",
452,Rajma,116,Chef Singh,38,57,95,2025-02-25,A delicious Indian dish featuring rajma.,https://example.com/rajma.jpg,Soup,"Indian, rajma",1 cups rice,"garlic, beef",4.6,65,370,49,13,120,1731,45,5,25,38,6,6 servings,"Recipe for Rajma: Mix ingredients, cook for 38 minutes.",
453,Wonton Soup,107,Chef Sharma,24,45,69,2025-10-09,A delicious Chinese dish featuring wonton soup.,https://example.com/wonton-soup.jpg,Main Dish,"Chinese, wonton soup",1 cups spices,"onion, vegetables",4.1,280,478,48,17,110,1978,71,10,28,10,2,2 servings,"Recipe for Wonton Soup: Mix ingredients, cook for 24 minutes.",
454,Fried Chicken,116,Chef Singh,86,17,103,2025-08-31,A delicious Korean dish featuring fried chicken.,https://example.com/fried-chicken.jpg,Breakfast,"Korean, fried chicken",2 cups chicken,"ginger, vegetables",4.7,270,368,11,16,102,752,59,11,18,22,3,3 servings,"Recipe for Fried Chicken: Mix ingredients, cook for 86 minutes.",
455,Fried Chicken,115,Chef Zhang,64,35,99,2025-04-15,A delicious Korean dish featuring fried chicken.,https://example.com/fried-chicken.jpg,Dessert,"Korean, fried chicken",4 cups chicken,"ginger, vegetables",4.6,131,401,38,5,84,829,67,11,19,39,6,6 servings,"Recipe for Fried Chicken: Mix ingredients, cook for 64 minutes.",
456,Pad Thai,112,Chef Liu,97,21,118,2025-05-08,A delicious Thai dish featuring pad thai.,https://example.com/pad-thai.jpg,Snack,"Thai, pad thai",1 cups vegetables,"ginger, vegetables",4.7,307,644,19,7,113,674,75,7,19,18,7,7 servings,"Recipe for Pad Thai: Mix ingredients, cook for 97 minutes.",
457,Banh Mi,118,Chef Wu,21,48,69,2025-03-27,A delicious Japanese dish featuring banh mi.,https://example.com/banh-mi.jpg,Appetizer,"Japanese, banh mi",2 cups spices,"ginger, tofu",4.9,496,548,47,13,110,641,79,5,7,12,2,2 servings,"Recipe for Banh Mi: Mix ingredients, cook for 21 minutes.",
458,Samosa,110,Chef Kumar,62,8,70,2025-07-27,A delicious Indian dish featuring samosa.,https://example.com/samosa.jpg,Dessert,"Indian, samosa",2 cups chicken,"garlic, vegetables",4.9,59,429,43,7,66,1745,82,6,29,27,4,4 servings,"Recipe for Samosa: Mix ingredients, cook for 62 minutes.",
459,Pani Puri,112,Chef Liu,86,9,95,2025-02-25,A delicious Indian dish featuring pani puri.,https://example.com/pani-puri.jpg,Dessert,"Indian, pani puri",3 cups spices,"tomato, chicken",4.2,66,285,34,14,87,1300,62,13,25,36,4,4 servings,"Recipe for Pani Puri: Mix ingredients, cook for 86 minutes.",
460,Spring Rolls,105,Chef Park,37,11,48,2025-09-03,A delicious Chinese dish featuring spring rolls.,https://example.com/spring-rolls.jpg,Snack,"Chinese, spring rolls",5 cups spices,"onion, vegetables",4.1,478,303,40,20,142,1437,100,3,28,18,8,8 servings,"Recipe for Spring Rolls: Mix ingredients, cook for 37 minutes.",
461,Tempura,109,Chef Chen,61,40,101,2024-11-29,A delicious Thai dish featuring tempura.,https://example.com/tempura.jpg,Side Dish,"Thai, tempura",1 cups spices,"ginger, tofu",4.0,415,469,19,18,118,1847,67,4,19,20,7,7 servings,"Recipe for Tempura: Mix ingredients, cook for 61 minutes.",
462,Satay,104,Chef Ahmed,75,43,118,2025-08-19,A delicious Thai dish featuring satay.,https://example.com/satay.jpg,Dessert,"Thai, satay",5 cups rice,"tomato, tofu",4.5,164,547,37,9,46,1324,38,13,30,19,7,7 servings,"Recipe for Satay: Mix ingredients, cook for 75 minutes.",
463,Ramen,116,Chef Singh,24,17,41,2025-05-10,A delicious Thai dish featuring ramen.,https://example.com/ramen.jpg,Appetizer,"Thai, ramen",5 cups chicken,"ginger, chicken",4.7,460,288,48,7,40,881,42,12,21,18,4,4 servings,"Recipe for Ramen: Mix ingredients, cook for 24 minutes.",
464,Kimbap,120,Chef Jung,63,44,107,2025-10-01,A delicious Korean dish featuring kimbap.,https://example.com/kimbap.jpg,Dessert,"Korean, kimbap",4 cups chicken,"garlic, beef",4.5,206,544,38,7,130,1795,54,15,26,39,6,6 servings,"Recipe for Kimbap: Mix ingredients, cook for 63 minutes.",
465,Chana Masala,110,Chef Kumar,11,18,29,2025-02-28,A delicious Indian dish featuring chana masala.,https://example.com/chana-masala.jpg,Dessert,"Indian, chana masala",4 cups vegetables,"ginger, tofu",4.9,197,583,28,9,82,1036,83,9,10,26,2,2 servings,"Recipe for Chana Masala: Mix ingredients, cook for 11 minutes.",
466,Spring Rolls,106,Chef Wang,94,21,115,2025-07-07,A delicious Chinese dish featuring spring rolls.,https://example.com/spring-rolls.jpg,Appetizer,"Chinese, spring rolls",3 cups spices,"garlic, vegetables",4.9,272,632,27,14,141,1521,87,7,12,26,3,3 servings,"Recipe for Spring Rolls: Mix ingredients, cook for 94 minutes.",
